x,y,z,yaw,velocity,change_flag,steering_flag,accel_flag,stop_flag,event_flag
222.25756459118566,-875.4156910115853,34.86518035717309,142.12692758138098,5.262652937912096,0,1,0,0,0
221.40234718902502,-874.7634854158387,34.86523617319763,143.5819790739668,5.487824012314127,0,1,0,0,0
220.59175036015222,-874.1674843169749,34.8707874275744,144.5597297806797,5.686941681638941,0,1,0,0,0
219.74194329296006,-873.5667769340798,34.87264806572348,145.13985073478756,5.8708199140847945,0,1,0,0,0
218.85909525380703,-872.9587839655578,34.86971021797508,145.31251456744712,6.022086096375486,0,1,0,0,0
217.9679667498567,-872.3348919823766,34.87025134339929,145.22875080515016,6.047645621460001,0,1,0,0,0
217.07697209354956,-871.7155849533156,34.88554269336164,144.46046085240474,6.009615260631541,0,1,0,0,0
216.20356575818732,-871.0883257389069,34.90139008201659,143.31701801298323,5.935798038179952,0,1,0,0,0
215.35849325015442,-870.4475878076628,34.904941216856244,141.88353112878445,5.839589937717214,0,1,0,0,0
214.54634456743952,-869.793671971187,34.9110731266439,140.32712003291877,5.707346583063597,0,1,0,0,0
213.7735767356935,-869.1374328294769,34.92099483571947,138.87751930026593,5.509459610383316,0,1,0,0,0
212.96916644705925,-868.4166750898585,34.925489113479856,137.49125899932147,5.242328717049237,0,1,0,0,0
212.22615947626764,-867.7178074261174,34.9297974023968,136.38128219512762,4.913353768993405,0,1,0,0,0
211.48161231161794,-866.9933000123128,34.94088472500444,135.4616490973783,4.48889597259692,0,1,0,0,0
210.7591001795372,-866.2731861583889,34.94689787719399,134.79182639866661,3.9962215949970687,0,1,0,0,0
210.02879695472075,-865.5306313848123,34.95364419538528,134.31178839921867,3.434665516585546,0,2,0,0,0
209.294410182687,-864.7748187510297,34.96590033248067,133.92909426909299,2.751452828051036,0,2,0,0,0
208.5815780176199,-864.0339643992484,34.97067298907787,133.58784853614623,1.9763274240846354,0,2,0,0,0
207.88531990355114,-863.3048620382324,34.97934627514333,133.27404101810757,1.5242824971055255,0,2,0,0,0
207.18798204988707,-862.5580466752872,34.98594562504441,132.95915978646224,1.4430745155508307,0,2,0,0,0
206.50370948633645,-861.8154232045636,34.987900007329884,132.71762895067513,2.0188170248921735,0,2,0,0,0
205.8048374117352,-861.0492525668815,34.9992233755067,132.609302386698,2.6653602580658142,0,2,0,0,0
205.10627954930533,-860.281977600418,35.010173657722774,132.52661280385684,3.0967045721428663,0,2,0,0,0
204.3992110946565,-859.5033117597923,35.020642719045284,132.46328359887505,3.48624388698394,0,2,0,0,0
203.71293896669522,-858.7462006509304,35.02935414742679,132.43081764339567,3.826213362317869,0,2,0,0,0
203.01934469823027,-857.9807292511687,35.0415572186932,132.40717035479196,4.138899450790452,0,2,0,0,0
202.33161255304003,-857.2217985261232,35.05064638685435,132.40463330707342,4.412143436410073,0,2,0,0,0
201.59730030753417,-856.4191364906728,35.06044627148658,132.4152088133693,4.68626318251308,0,2,0,0,0
200.88625806727214,-855.6405582800508,35.067403263226154,132.42687785148155,4.926505851007294,0,2,0,0,0
200.20890738087473,-854.8991598095745,35.07532705254853,132.42907413823363,5.1425887773749865,0,2,0,0,0
199.5027448758483,-854.1273952079937,35.081912198849025,132.43339497386327,5.343455297028649,0,2,0,0,0
198.7701955625089,-853.3244763268158,35.08968521356583,132.4454355361787,5.54767063544531,0,2,0,0,0
198.08726225950522,-852.5765053071082,35.096214559674266,132.45352025573033,5.721788457973072,0,2,0,0,0
197.3829201728222,-851.8055157242343,35.10187397785485,132.39886112762207,5.889130026258755,0,2,0,0,0
196.66369599453174,-851.0142586315051,35.115379663929346,132.33216652196828,6.002930380148227,0,2,0,0,0
195.93423539056676,-850.2117133382708,35.12556375730783,132.1859849081441,6.049384424757756,0,2,0,0,0
195.20547148917103,-849.4042352307588,35.133886620216074,132.0137103437863,6.0455775385054675,0,2,0,0,0
194.48128628410632,-848.5970660112798,35.144771970622244,131.77560507774126,6.031226459184698,0,2,0,0,0
193.75810532597825,-847.7847656654194,35.15405902527273,131.44475293177288,6.092646552467777,0,2,0,0,0
193.0287226852961,-846.9552365615964,35.160962492972615,131.03957390324467,6.213642774770877,0,2,0,0,0
192.37113489490002,-846.1971772843972,35.17144287079573,130.6215703082983,6.362593411177258,0,2,0,0,0
191.70073143357877,-845.4108586544171,35.1815330458805,130.1775852904365,6.567297570851687,0,2,0,0,0
191.01913597341627,-844.5989845013246,35.19497249629349,129.59813180459622,6.675962348720421,0,2,0,0,0
190.340181090869,-843.7758326698095,35.214411764219406,128.78429733368486,6.66715731751122,0,2,0,0,0
189.67686040850822,-842.9445962766185,35.223723537102344,127.76011336540147,6.636311770198241,0,2,0,0,0
189.0342648763326,-842.1059335144237,35.22541861403734,126.39849793412935,6.579397049924637,0,2,0,0,0
188.4182831873768,-841.2602082611993,35.23255488909781,124.77973739557244,6.511845971541462,0,2,0,0,0
187.8328758276184,-840.4061128972098,35.241275038383904,122.9076325584604,6.439478051117394,0,2,0,0,0
187.2844498399063,-839.5418536867946,35.24563036281616,120.81117552210195,6.365255860924917,0,2,0,0,0
186.77747956832172,-838.6657284423709,35.25273357126862,118.57205372407343,6.290093511164095,0,2,0,0,0
186.30880583421094,-837.7814396107569,35.26762549467385,116.14882603819306,6.2174138161448225,0,2,0,0,0
185.8342320669908,-836.7754001533613,35.274376288801434,113.37112545242961,6.138851273457804,0,2,0,0,0
185.41671535215573,-835.7588595943525,35.27187073770911,110.56501598563608,6.062634365154632,0,2,0,0,0
185.05329268565401,-834.737352617085,35.278460345044735,107.68378300426942,5.979618541346377,0,2,0,0,0
184.7468735462171,-833.713061997667,35.29267525840551,104.82143904689735,5.8954201634033065,0,2,0,0,0
184.494223753165,-832.6873800978065,35.30649244487286,101.91650501726046,5.807935608674086,0,2,0,0,0
184.29798408679198,-831.6637300215662,35.32650520727039,98.99303710305183,5.740497295540874,0,2,0,0,0
184.15354822290828,-830.6412386903539,35.349210570380095,95.97065437346932,5.7016674466942945,0,2,0,0,0
184.06261762039503,-829.6173746399581,35.370898365788165,92.88940840599652,5.6831560032624395,0,2,0,0,0
184.0306821646518,-828.5928350798786,35.39472747948021,89.83054152983236,5.67455305031364,0,2,0,0,0
184.0512998897466,-827.5672007529065,35.418965947628024,86.70859203145447,5.679519483252888,0,2,0,0,0
184.12916981813032,-826.5415159603581,35.44280376452953,83.60181064158235,5.692460280432703,0,2,0,0,0
184.26314103486948,-825.5178641248494,35.46711099408567,80.4815161306663,5.721376966917322,0,3,0,0,0
